,fecha,hora_declarada,ruta,operador,tipo_aeronave,total_abordo,pasajeros_abordo,tripulacion_abordo,total_fatalidades,pasajeros_fatalidades,tripulacion_fatalidades,tierra_fatalidades
4045,1996-12-07,1523,"Banjarmasin, Indonesia",Dirgantara Air Services,CASA 212 Aviocar 100,17,15,2,16,14,2,2
4046,1996-12-09,1803,"Boise, Idaho",Emery Worldwide,Douglas C-47A,2,0,2,2,0,2,0
4047,1996-12-17,,"Tver, Russia",Military - Russian Air Force,Antonov AN-12,18,11,7,18,11,7,0
4048,1996-12-21,2232,"Rio Negro, Colombia",SELVA,Antonov An-32B,4,1,3,4,1,3,0
4049,1996-12-22,1810,"Narrows, Virginia",Airborne Express,McDonnell Douglas DC-8-63F,6,3,3,6,3,3,0
4050,1996-12-24,1005,"Dorchester, New Hampshire",Aircraft Charter Group Inc,Learjet 35A,2,0,2,2,0,2,0
4051,1996-12-24,1500,"Near Nellore, India",Military - Indian Air Force,Hindustan Aeronautics 748-2,22,17,5,22,17,5,0
4052,1997-01-07,1100,"Near Moamoa, Samoa",Polynesian Airlines,de Havilland Canada DHC-6 Twin Otter 300,5,3,2,3,2,1,0
4053,1997-01-09,1554,"Near Monroe, Michigan",Comair,Embraer 120RT Brasilia,29,26,3,29,26,3,0
4054,1997-01-29,2310,"Sparrevohn, Alaska",Southcentral Air,de Havilland Canada DHC-4A Caribou,2,0,2,1,0,1,0
4055,1997-01-31,,"Yola, Nigeria",Skypower Express Airways,Embraer 110P1A Bandeirante,16,13,3,5,2,3,0
4056,1997-02-01,1438,"Tambacoumba, Senegal",Air Senegal,Hawker Siddeley HS-748-353 Srs.2a,52,49,3,25,22,3,0
4057,1997-02-02,1730,"Near Quiangala, Angola",Force Area Populaire de Angola,CASA 212 Aviocar 200,37,33,4,37,33,4,0
4058,1997-02-04,1900,Northern Israel,Military - Israel Air Force /Military -  Israel Air Force,Sikorsky CH53D / Sikorsky CH53D,73,,,73,,,0
4059,1997-02-14,1234,"Carajas, Brazil",Varig,Boeing B-737-2C3,52,46,6,1,0,1,0
4060,1997-02-19,306,"Guatemala City, Guatemala",Transpolar,IAI 1124 Westwind,5,4,1,5,4,1,0
4061,1997-03-12,,"Lucapa, Angola",ALADA,Antonov AN-12B,16,12,4,16,12,4,0
4062,1997-03-13,1806,"Near Mashhad, Iran",Military - Iranian Air Force,Lockheed C-130HF,88,80,8,88,80,8,0
4063,1997-03-18,1004,"Cherkessk, Russia",Stavropol Airlines,Antonov AN-24RV,50,44,6,50,44,6,0
4064,1997-04-01,,"Tegucigalpa, Honduras",Military - U.S. Air Force,Lockheed C-130H Hercules,10,,,3,,,0
4065,1997-04-04,16,"Griffin, Georgia",Custom Air Service,Aviation Traders ATL-98 Carvair,2,0,2,2,0,2,0
4066,1997-04-10,2030,"Near Wainwright, Alaska",Hageland Aviation Services,Cessna 208B Caravan I,5,4,1,5,4,1,0
4067,1997-04-14,,"Brazzaville, Democratic Republic Congo",TAAG Angola Airlines,Fokker F-27 Friendship 600,7,4,3,3,0,3,0
4068,1997-04-15,,"Gyandzha, Azerbaijan",Azerbaijan Airlines,Yakovlev 40,6,0,6,6,0,6,0
4069,1997-04-16,,"Near Sorei, Niger",Military - Niger Air Force,Lockheed C-130H Hercules,14,,,14,,,0
4070,1997-04-19,739,"Tanjung Pandan, Indonesia",Merpati Nusantara Airlines,British Aerospace ATP,53,48,5,15,11,4,0
4071,1997-04-23,1800,"Near Konduz, Afghanistan",Military - Afghan Republican Air Force,Antonov AN-26,36,,,36,,,0
4072,1997-05-08,2128,"Huangtian, China",China Southern Airlines,Boeing B-737-31B,74,65,9,35,33,2,0
4073,1997-06-06,735,"Near Irumu, Congo",Bazair,Vickers Viscount 781D,27,20,7,27,20,7,0
4074,1997-06-10,,"Mandalgobi, Mongolia",MIAT - Mongolian Airlines,Harbin Yunshuji Y-12 II,12,10,2,7,7,0,0
4075,1997-07-03,349,"Madh Island, India",Elbee Airlines,Fokker F-27 Friendship 200,2,0,2,2,0,2,0
4076,1997-07-06,,"Near Saravena, Colombia",Military - Colombian Army,Mil Mi-17 (helicopter),29,25,4,25,21,4,0
4077,1997-07-09,930,"Suzano, Brazil",TAM (Brazil),Fokker 100,60,55,5,1,1,0,0
4078,1997-07-11,2155,"Off Santiago de Cuba, Cuba",Cubana de Aviacion,Antonov AN-24,44,39,5,44,39,5,0
4079,1997-07-17,1156,"Bandung, Indonesia",Sempati Air,Fokker F-27 Friendship 600,50,45,5,30,25,5,0
4080,1997-07-18,1032,"Goroka,  New Guinea",Goroka Air Services,de Havilland Canada DHC-6 Twin Otter 300,4,3,1,2,1,1,0
4081,1997-07-29,,"Calabar , Nigeria",ADC Airlines,BAC One-Eleven 203AE,55,49,6,1,0,1,0
4082,1997-07-30,1030,"Florence, Italy",Air Littoral,Aerospatiale ATR-42-512,17,14,3,1,0,1,0
4083,1997-08-06,142,"Agana, Guam",Korean Airlines,Boeing B-747-300,254,231,23,228,206,22,0
4084,1997-08-07,1236,"Miami, Florida",Fine Air,McDonnell Douglas DC-8-61F,4,1,3,4,1,3,1
4085,1997-08-10,815,"Matsu Island, Taiwan",Formosa Airlines,Dornier DO-228-212,16,14,2,16,14,2,0
4086,1997-08-29,,"Puerto Inirida, Venezuela",SATENA,Pilatus PC-6 Turbo Porter / Cessna 206,12,10,2,12,10,2,0
4087,1997-09-03,1400,"Phnom Penh, Cambodia",Vietnam Airlines,Tupolev TU-134,66,60,6,65,59,6,0
4088,1997-09-06,1944,"Near Miri, Malaysia",Borneo Airways,Dornier 228-212,10,8,2,10,8,2,0
4089,1997-09-12,,"Near Uvira, Zaire",TMK Air Commuter,de Havilland Canada DHC-6 Twin Otter 300,22,21,1,22,21,1,0
4090,1997-09-13,1710,"Off Namibia, Africa",Military - Luftwaffe / Military - USAF,Tupolev TU-154M / C-141 Starlifter,33,23,10,33,23,10,0
4091,1997-09-26,1334,"Buah Nabar, Indonesia",Garuda Indonesia Airlines,Airbus A300-B4-200,234,222,12,234,222,12,0
4092,1997-10-08,723,"Near Montrose, Colorado",Scenic Airlines,Cessna 208B Caravan I,9,8,1,9,8,1,0
4093,1997-10-10,2223,"Nuevo Berlin, Uruguay",Austral Lineas Aeras (Argentina),McDonnell Douglas DC-9-32,74,69,5,74,69,5,0
4094,1997-10-10,,"Taipei, Taiwan",Military - Republic of China Air Force,Lockheed C-130H Hercules,5,0,5,5,0,5,0
4095,1997-10-12,1728,"Monterey Bay, near Pacific Grove, California",Private,Rutan Long EZ (experimental aircraft),1,0,1,1,0,1,0
4096,1997-10-29,,"Jalal-Abad, Afghanistan",Ariana Afghan Airlines,Yakovlev YAK-40,26,20,6,2,2,0,0
4097,1997-11-08,808,"Near Barrow, Alaska",Hageland Aviation Services,Cessna 208B Caravan I,8,7,1,8,7,1,0
4098,1997-12-05,1446,"Irkutsk-2, Russia",Military - Russian Air Force,Antonov AN-124-100,23,17,6,23,17,6,44
4099,1997-12-09,1526,"Little Grand Rapids, Canada",Sowind Air,Embraer 110P1 Bandeirante,17,15,2,4,3,1,0
4100,1997-12-13,1705,"La Veriente, Bolivia",STAP,Swearingen SA-226T Metro II,19,17,2,10,9,1,0
4101,1997-12-15,1835,"Sharjah, United Arab Emirates",Tajikistan Airlines,Tupolev TU-154,86,77,9,85,77,8,0
4102,1997-12-17,1913,"Fotina, Greece",Aerosweet Airlines (LVOV),Yakovlev YAK-42,70,62,8,70,62,8,0
4103,1997-12-19,1613,"Near Palembang, Indonesia",SilkAir,Boeing B-737-300,104,97,7,104,97,7,0
4104,1997-12-20,,"Tanagra, Greece",Military - Greek Air Force,Lockheed C-130H Hercules,5,0,5,5,0,5,0
4105,1997-12-27,,"Atlantic Ocean, off Angola",Renan Airways,Antonov An-72,5,0,5,5,0,5,0
4106,1997-12-28,2310,Over the Pacific Ocean,United Air Lines,Boeing B-747-122,393,374,19,1,1,0,0
4107,1997-12-31,745,"Rio Sidra, Panama",Parsa,Britten Norman BN-2A Trislander,10,9,1,10,9,1,0
4108,1998-01-13,1830,"Brno, Czech Republic",Aeroservice International,Let 410UVP,2,0,2,2,0,2,0
4109,1998-01-13,2230,"Tor Kach, Pakistan",Military - Ariana Afghan Airlines,Antonov AN-12BP,51,45,6,51,45,6,0
4110,1998-01-27,1145,"Yangon (Rangoon), Myanmar",Myanmar Airways,Fokker F-27 Friendship 600,45,41,4,16,15,1,0
4111,1998-02-02,1100,"Cagyan de Oro, Philippines",Cebu Pacific Air,McDonnell Douglas DC-9-32,104,99,5,104,99,5,0
4112,1998-02-03,1515,"Near Cavalese, Trento, Italy",Military - U.S. Marine Corps,Grummand EA-6B,2,0,2,0,0,0,20
4113,1998-02-04,2217,"Terceira, Portugal",Air Luxor,Antonov 12BP,7,0,7,7,0,7,0
4114,1998-02-05,1210,"Near Navafria, Spain",Military - Spanish Air Force,CASA 212-S1 Aviocar 100,5,0,5,5,0,5,0
4115,1998-02-12,830,"Near Nasir, Sudan",Military - Sudan Air Force,Antonov AN-32,57,50,7,27,24,3,0
4116,1998-02-16,2009,"Taipei, Taiwan",China Airlines (Taiwan),Airbus A300-622R,196,182,14,196,182,14,7
4117,1998-03-10,1635,"Mombasa, Kenya",Air Memphis,Boeing 707-336C,6,0,6,6,0,6,0
4118,1998-03-18,1931,"Off Hsinchu, Taiwan",Formosa Airlines,Saab340B,13,8,5,13,8,5,0
4119,1998-03-19,1400,"Near Charasyab, Afghanistan",Ariana Afghan Airlines,Boeing B-727-228,45,32,13,45,32,13,0
4120,1998-03-22,1942,"Bacolod, Philippines",Philippine Air Lines,Airbus A.320-214,127,121,6,0,0,0,3
4121,1998-03-28,935,"Piura, Peru",Fuerza Aérea del Peru,Antonov AN-32,55,50,5,22,22,0,1
4122,1998-03-31,,"Near Mexico City, Mexico",Linea Aérea Mexicana de Carga,Convair CV-240-53,4,0,4,2,0,2,0
4123,1998-04-20,1647,"Near Bogota, Colombia",Air France,Boeing B-727-230,53,43,10,53,43,10,0
4124,1998-05-05,2130,"Andoas, Peru",Fuerza Aérea del Peru,Boeing B-737-282,88,81,7,75,69,6,0
4125,1998-05-12,1930,"Near Nema, Mauritania",Military - Mauritanian Air Force,Xian Yunshuji Y-7-100C,42,35,7,39,32,7,0
4126,1998-05-25,1020,"Near Longtiang, Laos",Military - Lao People's Liberation Army Air Force,Yakovlev YAK-40,26,20,6,26,20,6,0
4127,1998-05-25,32,"Indian Trail, North Carolina",Air Taxi - US Helicopters Inc.,Bell 206L-3,5,4,1,5,4,1,0
4128,1998-05-26,930,"Near Erdenet, Mongolia",MIAT - Mongolian Airlines,Harbin Yunshuji Y-12 II,28,26,2,28,26,2,0
4129,1998-06-18,728,"Montreal, Canada",Propair,Swearingen SA-226TC Metroliner II,11,9,2,11,9,2,0
4130,1998-06-25,932,"Mt. Waialeale, Hawaii",Air Taxi - Ohana Helicopter Tours,Eurocopter AS-350-BA,6,4,2,6,4,2,0
4131,1998-07-13,2315,"Off Rasal, United Arab Emirates",ATI Aircompany,Ilyushin 76MD,8,0,8,8,0,8,0
4132,1998-07-16,2141,"Córdoba, Argentina",Alas del Sur,Rockwell Sabreliner 60,3,1,2,3,1,2,0
4133,1998-07-17,415,"Asmara, Eritrea",Ukraine Aviation Transport Company,Ilyushin II-76,10,1,9,10,1,9,0
4134,1998-07-23,,"Pico de Orizaba, Mexico",Military - Mexican Air Force,Shorts SC-7 Skyvan 3-100,4,0,4,4,0,4,0
4135,1998-07-27,,"Southhampton, England",Plane Sailing,Consolidated PBY-5A Catalina,18,14,4,4,2,2,0
4136,1998-07-28,,"Barcelona, Spain",Swifair,Swearingen SA.227AC Metro III,2,0,2,2,0,2,0
4137,1998-07-29,1600,"Manacapuru River, Brazil",Selva Taxi Aero,Embraer 110 Bandeirante,24,22,2,5,4,1,0
4138,1998-07-30,1558,"Near Quiberon, France",Proteus Air / Private,Beechcraft 1900D / Cessna 177,15,12,3,15,12,3,0
4139,1998-07-30,1105,"Kochi, India",Alliance Airlines,Dornier 228-201,6,3,3,6,3,3,2
4140,1998-08-04,1758,"Kincolith, British Columbia, Canada",Harbour Air Seaplanes Ltd.,de Havilland Dash-2 Beaver,5,4,1,5,4,1,0
4141,1998-08-11,,"Saurimo, Angola",Alada,Antonov An-12BP,13,6,7,1,0,1,0
4142,1998-08-19,1640,"Foveaux Strait, New Zealand",Vincent Aviation,Cessna 402C,10,9,1,5,4,1,0
4143,1998-08-21,1130,"Near Ghorepani, Nepal",Lumbini Airways,de Havilland Canada DHC-6 Twin Otter 300,18,15,3,18,15,3,0
4144,1998-08-24,1646,"Pretoria, South Africa",Speed Service Couriers,DC-3-65TP,2,0,2,1,0,1,0
4145,1998-08-24,835,"Manibagi, Myanmar",Myanmar Airways,Fokker F-27 Friendship 600,44,40,4,44,40,4,0
4146,1998-08-29,1303,"Quito, Ecuador",Cubana de Aviacion,Tupolev TU-154M,91,77,14,70,56,14,10
4147,1998-09-02,2130,"Off Peggy's Cove, Nova Scotia, Canada",Swissair,McDonnell Douglas MD-11,229,215,14,229,215,14,0
4148,1998-09-02,,Angola,Permaviatrans,Antonov AN-26,24,20,4,24,20,4,0
4149,1998-09-09,1045,"Port Alsworth, Alaska",Rusts Flying Service Inc.,de Havilland Dash-2 float plane,5,4,1,5,4,1,0
4150,1998-09-10,,"Islamabad, Pakistan",Military - Pakistan Air Force,Lockheed C-130B Hercules,5,0,5,5,0,5,0
4151,1998-09-25,900,"Near Nador, Morroco",Paukn Air,British Aerospace BAe-146-100,38,34,4,38,34,4,0
4152,1998-09-28,1330,"Praia, Cape Verde",Cabo Verde Airlines,de Havilland Canada DHC-6 Twin Otter 300,22,20,2,1,1,0,0
4153,1998-09-29,1350,"Off Mannar, Sri Lanka",Lionair,Antonov AN-24RV,55,48,7,55,48,7,0
4154,1998-10-02,945,"Near Canaima, Venezuela",Servivensa,Douglas DC-3C,27,24,3,1,0,1,0
4155,1998-10-10,,"Near Kindu, Congo",Congo Airline,Boeing B-727-30,41,38,3,41,38,3,0
4156,1998-10-21,1351,"Yerevan, Armenia",Ararat Avia,Yakovlev YAK-40,37,33,4,0,0,0,4
4157,1998-10-25,,"Rwenzori mountains, Uganda",TanaMana Aviation,Britten-Norman BN-2A-3 Islander,11,10,1,4,3,1,0
4158,1998-11-01,1314,"Near Quetzaltenango, Guatemala",Living Water Teaching Ministries Charter,Douglas DC-3C,18,16,2,11,9,2,0
4159,1998-11-11,1122,"Near Krasnoyarsk, Russia",Sakha Airlines,Antonov AN-12,13,7,6,13,7,6,0
4160,1998-11-21,1743,"Edgewater, Maryland",Private,Burgess RV-6 experimental,1,0,1,1,0,1,0
4161,1998-12-07,1103,"Baie-Comeau, Canada",Air Satellite,Britten-Norman Trislander,10,8,2,7,6,1,0
4162,1998-12-11,1910,"Near Surat Thani, Thailand",Thai Airways,Airbus A-310-204,146,132,14,102,91,11,0
4163,1998-12-14,,"Near Cuito, Angola",Khors Aircompany,Antonov AN-12BP,11,6,5,11,6,5,0
4164,1998-12-17,,"Saurimo, Angola",Zanex,Antonov 12,10,2,8,1,,,0
4165,1998-12-22,15,"Medellín, Colombia",SELVA,Antonov 32B,5,2,3,5,2,3,0
4166,1998-12-26,1200,"Vila Nova, Angola",Transafrik,Lockheed Martin L-100-30 Hercules,14,10,4,14,10,4,0
4167,1999-01-02,,"Near Huambo, Angola",Transafrik - United Nations Charter,Lockheed L-100-30 Hercules,9,5,4,9,5,4,0
4168,1999-01-12,1700,"Guernsey, Channel Islands, England",Channel Express,Fokker F-27 Friendship 600,2,0,2,2,0,2,0
4169,1999-01-13,,"Geilenkirchen, Germany",Military - German Air National Guard,Boeing KC-135E,4,0,4,4,0,4,0
4170,1999-01-13,633,"Mayne Island, British Columbia, Canada",Kelowna Flightcraft Air Charter,Douglas DC-3C,2,0,2,2,0,2,0
4171,1999-01-16,1430,"Coconut Island, QLD, Australia",Uzu Air,Britten Norman BN-2A-26,4,3,1,3,2,1,0
4172,1999-01-21,810,"Bluefields, Nicaragua",Fuerza Aérea Nicaragua,Antonov AN-26,28,21,7,28,21,7,0
4173,1999-02-02,508,"Luanda, Angola",Savannair,Antonov AN-12,14,10,4,14,10,4,13
4174,1999-02-03,1020,"Hoskins, Papua New Guinea",Airlink,Britten Norman BN-2A Trislander,11,10,1,11,10,1,0
4175,1999-02-08,,"Kinshasa,  Democratic Republic Congo",Air Karibu,Lockheed L-188A Electra,7,0,7,7,0,7,0
4176,1999-02-24,1634,"Rui'an, China",China Southwest Airlines,Tupolev TU-154,61,50,11,61,50,11,0
4177,1999-02-25,1230,"Genoa, Italy",Minerva Airlines,Dornier 328-110,31,27,4,4,3,1,0
4178,1999-03-07,823,"New Delhi, India",Military - Indian Air Force,Antonov AN-32 Transport,19,15,4,19,15,4,3
4179,1999-03-18,1605,"Near Tame, Colombia",ALIANSA Colombia,Douglas DC-3C (C-47A-DK),8,5,3,8,5,3,8
4180,1999-03-19,945,"Davis Inlet, Newfoundland, Canada",Provincial Airlines,de Havilland Canada DHC-6 Twin Otter 300,2,0,2,1,0,1,0
4181,1999-04-07,1130,"Ribeirao Preto, Brazil",Manacá Táxi Aéreo,Learjet 24D,5,0,5,5,0,5,0
4182,1999-04-07,33,"Near Ceyhan, Turkey",Turkish Airlines (THY),Boeing 737-4Q8,6,0,6,6,0,6,0
4183,1999-04-08,1135,"Near Malaga, Colombia",Aerotaca,de Havilland Canada DHC-6 Twin Otter 300,5,3,2,5,3,2,0
4184,1999-04-15,1605,"Shanghi, China",Korean Air,McDonnell Douglas MD-11,3,0,3,3,0,3,0
4185,1999-05-08,1921,"Off Port Vila, Vanuatu",Vanair,de Havilland Canada DHC-6 Twin Otter 300,12,11,1,7,6,1,0
4186,1999-05-24,1315,"Kuching, Malaysia",Military - Malaysian Air Force,de Havilland Canada DHC-4A,5,0,5,5,0,5,0
4187,1999-05-29,1430,"Ol Kiombo, Kenya",Malindi Air Services,Let 410UVP-E,2,0,2,2,0,2,0
4188,1999-06-01,2350,"Little Rock, Arkansas",American Airlines,McDonnell Douglas MD-82,145,139,6,11,10,1,0
4189,1999-06-03,,"Near Khartoum, Sudan",Military - Sudan Air Force,Antonov 32,50,44,6,50,44,6,0
4190,1999-06-09,,"Coron, Philippines",Pacific Airways,Britten-Norman BN-2A-21 Islander,1,0,1,1,0,1,0
4191,1999-06-09,1050,"Juneau, Alaska",Air Taxi - Coastal Helicopters Inc.,Eurocopter AS-350BA,7,6,1,7,6,1,0
4192,1999-06-17,852,"Goroka, Papua New Guinea",Airlink,Embraer 110P2 Bandeirante,17,15,2,17,15,2,0
4193,1999-06-25,1320,"Long Haul Lake, Manatoba, Canada",Blue Water Aviation Services,de Havilland Canada DHC-3 Otter,2,0,2,1,0,1,0
4194,1999-07-01,,"Luzamba, Angola",Savanair,Antonov 12B,5,0,5,1,0,1,0
4195,1999-07-02,1427,"Sittwe, Myanmar",Myanmar Airways,Fokker F-27 Friendship 600,8,4,4,8,4,4,0
4196,1999-07-04,1205,"Villavicencio, Colombia",LANC Colombia,Douglas DC-6A,18,12,6,5,5,0,0
4197,1999-07-07,1951,"Near Kathmandu, Nepal",Lufthansa Cargo Airlines,Boeing 727-243F,5,0,5,5,0,5,0
4198,1999-07-09,430,"Toluca , Mexico",Aero Jet Express,Hawker Siddeley HS-125,4,2,2,4,2,2,0
4199,1999-07-16,2141,"Off Martha's Vineyard, Massachusetts",Private,Piper PA-32-R301 Saratoga II HP,3,2,1,3,2,1,0
4200,1999-07-23,1125,"Tokyo, Japan",All Nippon Airways,Boeing B-747,517,503,14,1,0,1,0
4201,1999-07-23,0330,"Near Orito, Colombia",Military - U.S. Army,de Havilland Canada DHC-7-102,7,0,7,7,0,7,0
4202,1999-07-24,535,"Nasevou Village, Fiji",Air Fiji,Embraer 110P1 Bandeirante,17,15,2,17,15,2,0
4203,1999-08-07,1200,"Santo Antao, Cape Verde Islands",TACV-Cabo Verde Airlines,Dornier 228-201,18,16,2,18,16,2,0
4204,1999-08-22,1845,"Hong Kong, China",China Airlines (Taiwan),McDonnell Douglas MD-11,315,300,15,3,3,0,0
4205,1999-08-24,1236,"Hualian, Taiwan",Uni Air,McDonnell Douglas MD-90-30,96,90,6,1,1,0,0
4206,1999-08-26,1054,"Turtkul, Uzbekistan",Uzbekistan Airways,Yakovlev YAK-40,33,29,4,2,2,0,0
4207,1999-08-31,2055,"Buenos Aires, Argentina","LAPA, Lineas Aereas Privadas Argentinas",Boeing B-737-204C,103,98,5,63,60,3,2
4208,1999-09-05,1030,"Near Kathmandu, Nepal",Necon Air,Hawker Siddeley HS-748-501 Super 2B,15,10,5,15,10,5,0
4209,1999-09-14,2347,"Girona, Spain",Britannia Airways,Boeing 757-204,245,236,9,1,1,0,0
4210,1999-09-14,,"Bucharest, Romania",Greek Government,Dassault Falcon 900B,13,10,3,7,7,0,0
4211,1999-09-14,2120,"Belelm, Brazil",Norte Jet Táxi Aéreo,Embraer 110 Bandeirante,2,0,2,2,0,2,0
4212,1999-09-17,,"Mt. Hidalgo, Mexico",Military - Mexican Air Force,Lockheed C-130A Hercules,5,0,5,5,0,5,0
4213,1999-10-02,1915,"Dhahran, Saudi Arabia",Aramco Associated Company,Bell 214ST helicopter,20,18,2,12,10,2,0
4214,1999-10-24,,"San Carlos, Venezuela",Military - Venezuelan Army,Arava 201,6,3,3,6,3,3,0
4215,1999-10-25,1120,"Aberdeen, South Dakota",Private charter,Gates Learjet 35,6,4,2,6,4,2,0
4216,1999-10-31,152,"Off Nantucket Island, Massachusetts",EgyptAir,Boeing B-767-366ER,217,202,15,217,202,15,0
4217,1999-11-09,1903,"Near Uruapan, Mexico",TAESA,McDonnell Douglas DC-9-31,18,13,5,18,13,5,0
4218,1999-11-12,1113,"Near Pristina, Kosovo",Si Fly - U.N. charter,Aerospatiale Alenia ATR-42,24,21,3,24,21,3,0
4219,1999-12-05,512,"Moscow, Russia",Tashkent Aircraft Production Corporation,Ilyushin 114T,7,0,7,5,0,5,0
4220,1999-12-07,925,"Near Bayombang, Philippines",Asian Spirit,Let 410UVP,17,15,2,17,15,2,0
4221,1999-12-10,250,"Kuwait City, Kuwait",Military - U.S. Air Force,Lockheed C-130H,94,86,8,3,3,0,0
4222,1999-12-11,920,"Sao Jorge, Azores (Portugal)",SATA,British Aerospace APT,35,31,4,35,31,4,0
4223,1999-12-21,940,"Guatemala City, Guatemala",Cubana de Aviacon,McDonnell Douglas DC-10-30,314,296,18,16,8,8,2
4224,1999-12-22,1838,"Great Hallingbury, United Kingdom",Korean Air,Boeing 747-2B5F,4,0,4,4,0,4,0
4225,1999-12-24,,"Amritsar, India / Kandahar, Afghanistan",Indian Airlines,Airbus A300B2-101,189,174,15,1,0,1,0
4226,1999-12-25,2015,"Bejuma, Venezuela",Cubana de Aviacion,Yakovlev YAK-42D,22,12,10,22,12,10,0
4227,1999-12-25,1502,"Near Simara, Nepal",Skyline Airways,de Havilland Canada DHC-6 Twin Otter,10,7,3,10,7,3,0
4228,1999-12-29,,"Near Zonguldak, Turkey",Ecuato Guineana de Aviacion,Antonov 28,6,4,2,6,4,2,0
4229,2000-01-05,,"Abuja, Nigeria",Skypower Express Airways,Embraer 110P1A Bandeirante,16,13,3,1,1,0,1
4230,2000-01-10,1754,"Niederhasli, Switzerland",Crossair,Saab 340B,10,7,3,10,7,3,0
4231,2000-01-13,1238,"Off Marsa el-Brega, Libya",Avisto,Shorts 360-300,41,38,3,22,21,1,0
4232,2000-01-15,1310,"San Jose, Costa Rica",TACA,Let 410UVP-E,20,17,3,5,4,1,0
4233,2000-01-30,2108,"Off Abidjan, Ivory Coast",Kenya Airways,AirbusA310-304,179,169,10,169,159,10,0
4234,2000-01-31,1621,"Off Point Mugu, California",Alaska Airlines,McDonnell Douglas MD-83,88,83,5,88,83,5,0
4235,2000-02-02,,"Tehran, Iran",Military - Islamic Republic of Iran Air Force,Lockheed C-130 Hercules,8,,,8,,,0
4236,2000-02-16,1950,"Sacramento, California",Emery Worldwide,McDonnell Douglas DC-8-71F,3,0,3,3,0,3,0
4237,2000-03-05,1811,"Burbank, Calilfornia",Southwest Airlines,Boeing B-737-3T5,142,137,5,0,0,0,0
4238,2000-03-09,840,"Moscow, Russia",Vologodskiye Airlines,Yakovlev YAK-40,9,4,5,9,4,5,0
4239,2000-03-17,930,"Near Kuna Yala, Panama",Aeroperlas,de Havilland Canada DHC-6 Twin Otter 300,10,8,2,10,8,2,0
4240,2000-03-17,1231,"Ennadai Lake, Canada",Points North Air Services,Douglas C-47A-5-DK,2,0,2,2,0,2,0
4241,2000-03-22,1745,"Herreira, Spain",Military - Ejército del Aire,CASA 212-DE Aviocar 200,7,0,7,7,0,7,0
4242,2000-03-24,1804,"Kadirana, Sri Lanka",Sky Cabs,Antonov AN-12 (freighter),8,0,8,6,0,6,2
4243,2000-03-25,,"Huambo, Angola",Uralex,Antonov AN-32,33,29,4,3,3,0,0
4244,2000-03-30,,"Near Anuradhapura, Sri Lanka",Military - Sri Lankan Air Force,Antonov An-26,40,36,4,40,36,4,0
4245,2000-04-05,930,"Marianna, Florida",Bankair,Learjet 35A,3,0,3,3,0,3,0
4246,2000-04-19,702,"Samal Island, Philippines",Air Philippines,Boeing B-737-2H4,131,124,7,131,124,7,0
4247,2000-04-19,,"Pepa ,Congo",Military - Centrafricain Airlines,Antonov AN-8,24,20,4,24,20,4,0
4248,2000-04-29,,"Bapi, Papua New Guinea",North Coast Aviation,Britten-Norman BN-2A-20 Islander,4,1,3,4,1,3,0
4249,2000-05-02,1439,"Lyon Satolas, France",Northern Executive Aviation,Learjet 35A,5,3,2,2,0,2,0
4250,2000-05-03,,"Kurupung, Guyana",Trans Guyana Airways,Britten-Norman BN-2A-9 Islander,1,0,1,1,0,1,0
4251,2000-05-10,2030,"Kaunakakai, Hawaii",Price Aircraft Company,Rockwell Sabreliner 65,6,4,2,6,4,2,0
4252,2000-05-17,947,"Moanda, Gabon",Avirex,Beechcraft 1900C-1,10,8,2,3,2,1,0
4253,2000-05-21,1128,"Near Wilkes-Barre, Pennsylvania",Executive Airlines,BAe Jetstream 3101-31,19,17,2,19,17,2,0
4254,2000-05-25,,"Near Manila, Philippines",Philippine Air Lines,Airbus A.330-301,298,284,14,1,1,0,0
4255,2000-05-31,1905,"Off Whyalla, Australia",Whyalla Airlines,Piper PA-31-350 Navajo,8,1,7,8,1,7,0
4256,2000-06-05,1135,"Accra, Ghana",Ghana Airlink,Fokker F-27 Friendship 600,52,48,4,7,7,0,0
4257,2000-06-22,116,"Shitai, China",Wuhan Airlines,Xian Yunshuji Y-7-100C,44,40,4,44,40,4,7
4258,2000-06-23,1141,"Boca Raton, Florida",Universal Jet Aviation,Learjet 55,3,1,2,3,1,2,0
4259,2000-06-27,,"Off Shimano, Japan",Military - Japanese Air Self-Defence Force,Kawasaki C-1A,5,0,5,5,0,5,0
4260,2000-07-02,1050,"Off Cagayancillo, Philippines",Military - Philippine Air Force,GAF Nomad N-22C,15,11,4,14,10,4,0
4261,2000-07-08,1950,"Near Villahermosa, Mexico",Aerocaribe,British Aerospace  BAe Jetstream 32EP,19,17,2,19,17,2,0
4262,2000-07-09,837,"Villavicencio, Colombia",CORAL Colombia,Curtiss C-46A-60-CS,19,15,4,13,9,4,0
4263,2000-07-13,34,"Raleigh, North Carolina",Win Win Aviation,de Havilland Canada DHC-6 Twin Otter 200,3,2,1,1,0,1,0
4264,2000-07-17,734,"Patna, India",Indian Airlines/Alliance Airlines,Boeing B-737-2A8 Advanced,58,52,6,55,49,6,5
4265,2000-07-19,30,"Linneus, Maine",Airwave Transport,Grumman G-159 Gulfstream I,2,0,2,2,0,2,0
